State,District,Latitude,Longitude,Population,Male Population,Female population,Literate,Male Literate,Female Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male Workers,Female Workers,Non Workers,Agricultural Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,LPG PNG Households,Housholds with Electricity,Households with Internet,Households with Computer,Below Primary Education,Primary Education,Secondary Education,Graduate Education,Other Education,Age 0-29,Age 30-49,Above 50,Households with Television,Households with Telephone Mobile Phone,Sex Ratio,Literacy Rate,Male Unliterate,Female Unliterate
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,88929,3763,38622,10341,108239,604,1171,20126,28,4,3285,15824,235,1005,12732,19083,16938,3077,408,87532,35561,17488,8008,10562,81.0,61.0,21484,33082
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,416004,21566,105380,540063,64234,1828,9551,24,16,2,32772,109422,1443,6112,69396,82715,91522,24330,4504,357864,160123,97684,66944,88964,89.0,63.0,97610,129621
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,372020,34080,93979,13840,535159,1109,9440,35,6,18,16828,73629,1537,5293,36201,54808,67368,31286,5897,342601,137032,80111,45967,65162,91.0,52.0,114738,151744
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,315442,31583,71616,32604,431279,958,11188,83,10,2,13160,62900,346,3342,55762,72024,46062,13962,1884,304979,109818,61334,16022,36358,89.0,55.0,88566,126545
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,829641,10408,364457,42540,1177342,2746,12187,285,74,2,138119,165403,16413,33831,88911,173309,176409,121856,32114,693238,351561,190330,152945,157875,90.0,61.0,219378,268867
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,311313,11396,116615,489044,59771,1962,3418,106,57,235,20008,73999,1214,5744,58567,80129,55024,17345,4030,339145,140785,74757,37323,64858,87.0,58.0,99241,133390
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,1376962,126406,399770,1636460,241451,13730,4174,1890,2045,160524,67157,274726,9754,37997,242467,338861,232434,116396,21157,1261238,510375,282115,179570,239204,92.0,62.0,313719,475091
Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,645196,188513,75670,903179,116710,6565,888,35,129,12936,5307,27037,590,9115,200861,161729,63670,21697,2046,692650,222892,126682,17627,82823,95.0,49.0,230033,302792
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,940606,209693,173757,1165140,302626,6027,143,188,282,16067,26760,130193,1944,13550,217460,266292,96331,43979,6699,944961,338413,205514,64890,126305,93.0,53.0,285185,413350
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,1839983,103488,618009,2149480,431762,11243,9727,331,1268,77182,83995,427173,11568,46646,317918,501453,305054,107382,14615,1634835,648876,356445,290580,328776,91.0,64.0,391006,571277
Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,696663,303084,105187,1044726,106865,86404,234,267,162,78622,11836,62110,1193,10396,229157,229259,69525,25593,2697,799323,324226,196164,32443,75323,98.0,51.0,262239,386794
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,751353,328673,114710,1104475,194680,17168,123,371,20,4591,6798,29373,565,8881,207665,195565,87844,28144,2830,860869,284036,177599,21864,100748,94.0,49.0,278414,390894
Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,1409197,362610,271210,1856202,508586,14645,937,650,1503,59218,16909,125431,1944,19976,503261,443980,146464,55122,8449,1597269,533788,312967,63911,242670,94.0,51.0,474362,717637
Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,761360,307767,81102,937126,289182,37795,97,128,115,47067,7421,43230,874,11925,217607,190777,79430,30870,4002,820367,308639,183519,25764,89533,94.0,46.0,301715,407317
Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,537705,97918,55547,309563,51429,202449,221,531,23,457468,9108,31687,831,7807,136719,242580,82114,23742,2913,643579,225871,155452,18701,55186,99.0,55.0,192595,272898
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,464411,135667,73409,550560,164406,4419,520,118,783,68564,5564,49419,808,4959,131150,132014,40613,14802,1578,480895,189889,116810,31194,55601,95.0,54.0,146570,218160
Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,413599,142729,57752,473049,69808,47653,120,128,16,133525,2177,38194,340,6240,109491,121529,46142,13956,1017,484084,152720,89870,10697,39512,97.0,48.0,159960,216336
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,240458,80840,36263,112378,95012,16770,51,33,15,235987,8016,28769,351,2954,82873,84920,38503,13847,976,298844,100340,62244,12504,32713,99.0,56.0,83061,119022
Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,495838,150028,129751,410127,322963,75865,356,283,222,88760,5316,31414,328,4535,100367,133770,29934,9822,1525,587976,206826,104418,16500,39592,99.0,39.0,245672,301869
Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,1226694,380976,178703,1683169,238295,6164,734,188,284,5681,17270,68238,2155,19981,303053,296937,160964,63595,7117,1244572,425668,268387,51012,167482,93.0,53.0,384596,530710
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,1771386,267360,519568,1612239,410759,193974,4826,932,2733,677445,164237,350908,22538,76565,361522,547583,370847,195181,28424,1742293,725938,409166,247137,334055,95.0,66.0,409693,593127
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,660365,206902,130146,628044,398243,83208,198,245,125,38426,11545,34879,591,9563,146399,171416,52248,19832,2593,745027,261849,137727,24604,64808,95.0,42.0,302088,365216
Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,310933,90232,32383,201524,15103,306601,51,753,114,73930,3472,16865,423,4649,82317,130068,47836,13674,1197,357859,143560,97817,7606,27504,100.0,57.0,108318,147777
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,1071671,303243,273842,1634229,219991,3433,443,412,25198,166,49345,301389,3745,26297,242336,385986,171505,82319,25791,1123443,465706,299774,161280,234284,99.0,59.0,308723,467617
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,531032,84108,228556,890429,92252,5368,389,272,1045,85,77454,214253,3729,17066,100770,168165,166677,51015,10741,535765,278153,176083,156967,165588,95.0,70.0,123861,178313
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,2673993,649517,683829,4038331,528412,18418,2037,1086,178310,149,240742,808827,17560,73497,544564,1057297,532584,201884,56621,2669348,1251116,857143,468274,641485,97.0,64.0,697515,1030114
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,1335715,406092,429876,2103633,320834,14014,1029,284,8044,54,114040,440374,9626,40190,275785,529576,203139,89475,29367,1487013,617276,346905,291101,327050,98.0,58.0,423514,607460
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,1000692,280091,263120,1289709,335184,35438,1145,30453,680,521,34924,271439,3971,36072,188998,474921,181076,54900,12885,1018195,397120,287271,116314,187983,96.0,61.0,273467,387160
Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,120705,49859,16763,245151,1617,2709,68,1649,15,3793,1022,12516,117,1462,25597,22787,7192,3421,147,167348,63802,23927,4215,5033,98.0,34.0,74587,93724
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,1249609,351600,288526,1786830,369588,2433,558,374,8665,499,58890,326594,4987,36571,246391,430477,182756,96990,24569,1295274,527085,353549,164015,284523,96.0,57.0,380456,548607
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,572187,126600,274909,1004553,101235,26000,182,109,4710,4,74534,238505,4510,18727,114570,257550,177585,72420,12631,564994,341380,230864,169969,196527,101.0,72.0,128365,191251
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,802869,294337,249770,1520553,128751,3175,322,84,3778,128,60522,307257,5711,28897,188329,332648,217567,75262,22078,891230,460057,306412,174344,206637,97.0,66.0,233655,338409
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,1070290,295873,317050,1658465,265805,5420,307,164,6417,1743,100812,372671,7320,39416,242130,446793,269748,123863,32375,1068518,538551,336173,256051,284572,97.0,67.0,265763,371194
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,1062190,207642,396449,1390020,386834,28747,1486,715,29037,2748,140584,347962,15013,49585,252596,383041,227113,137768,34302,1017935,505688,322577,233604,266330,97.0,70.0,225430,319929
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,568848,200310,152486,907750,143665,3432,231,79,5993,74,31959,198064,3373,15625,121615,244640,105150,42053,12822,601578,279069,183409,104708,128416,98.0,66.0,139969,224424
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,1479298,415267,425672,2011014,513125,8344,826,9589,4865,330,77334,404767,9752,52483,177860,579057,290570,104256,20492,1570719,604665,388935,222126,307848,97.0,56.0,473396,665562
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,872841,165910,284510,1630814,120011,15611,289,623,5820,3,90599,400702,4851,23444,182255,354480,292369,103152,27774,877340,522039,375918,272295,307439,101.0,69.0,214831,336334
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,1085443,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,867602,311263,195531,1281878,297927,2406,419,68,9834,702,41517,295937,2456,17819,240925,430529,158442,55310,16830,904453,426094,266586,155076,194815,95.0,68.0,215335,296890
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,275581,15153,241062,448986,87274,17130,139,126,250,220,40958,113931,3308,10758,51287,111562,86232,43225,8251,276918,163360,113919,83016,104109,102.0,74.0,59306,82336
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,818529,201233,309404,1305431,199873,26722,253,150,2494,92,72407,309494,5051,27235,138015,289841,225498,71422,17961,841499,419380,274240,209698,223139,98.0,66.0,212286,307896
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,809085,468785,340300,258608,129341,129267,164271,82761,81510,654766,387974,266792,735154,273016,199543,1218024,161770,4081,296,85,2898,461,31673,223166,2135,15263,222140,357098,113028,43967,10431,855430,330393,202984,113995,166636,99.0,58.0,231141,349694
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,1149649,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,934361,216159,248434,1712695,77801,8506,322,299,3607,109,80452,391033,3367,20265,145178,309476,308624,102838,19987,902307,527236,375100,236020,265094,100.0,64.0,266417,389703
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,1686859,311002,625767,2631985,290549,39361,1255,16194,14419,493,273706,640868,28397,80086,207091,537686,452412,212541,26834,1580116,865220,553705,441131,472605,99.0,65.0,447834,591113
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,979769,577213,402556,400933,200359,200574,367071,182101,184970,903413,530373,373040,1025399,383526,255493,1634062,272022,10394,538,2265,4156,29,51443,314547,5200,33903,147743,385673,153346,50463,14622,1196670,465173,265810,162411,242634,100.0,51.0,387298,561745
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,877415,875338,1263016,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,972155,246464,314554,1479424,234664,26521,400,120,9234,367,128087,363835,8791,35207,191641,385978,251095,111753,18036,913150,513297,325542,259899,299155,100.0,72.0,202477,287260
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1350594,1328386,1813391,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,1324334,352286,441927,2413812,245923,9130,477,187,5067,161,116539,562769,7971,41751,270373,500593,423738,143735,30687,1351461,760936,564196,321848,372910,98.0,68.0,344570,521019
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,562131,615230,926429,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,664120,63390,376128,1009179,96740,65838,232,161,4534,155,83810,224814,9070,24817,142493,286193,178094,107279,18444,559565,340903,276234,173033,220948,109.0,79.0,96427,154505
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,1323318,71706,671663,1460447,224545,435056,268,146,74,311,274392,507913,28842,71593,133039,334339,573306,198858,58096,891512,648522,585591,425707,466736,110.0,87.0,122590,152402
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,2033045,71391,1103553,1509557,514397,1248137,860,614,1176,1083,499291,771287,88737,184167,212263,446380,702511,429880,113133,1396968,1024720,858010,696129,741106,103.0,87.0,193834,232878
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,592611,145698,262860,541854,82206,481507,100,189,44,384,54626,244844,8250,24863,79149,166604,261237,86136,19252,494456,352163,261471,207519,247060,101.0,83.0,80927,105037
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,1698887,82988,691704,1509592,742483,262526,424,1118,193,722,115356,511167,32653,83940,204713,487016,540383,217203,40277,1187177,741984,588081,423337,503214,114.0,85.0,168490,216079
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,844377,38774,375996,729987,486913,87454,151,362,130,152,74092,237670,10378,32484,115476,268084,238900,76192,16585,688763,369883,246975,179664,239445,108.0,79.0,112137,157746
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,1723350,92193,741628,1697635,508500,421598,208,272,63,619,263148,630767,31542,83133,172247,406592,595191,233402,64052,1177359,795245,660965,525754,569631,111.0,85.0,172623,222479
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,1238816,63052,604169,983598,126499,858608,204,358,83,565,187213,464039,37849,83999,117681,271496,475724,221350,52339,811653,596302,565048,406922,451226,104.0,89.0,106697,118056
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,2137312,64198,844928,1734958,1211131,131516,297,235,601,588,145558,641660,36791,107602,247996,564392,630818,250117,53166,1487644,909581,686109,490719,632201,110.0,85.0,204003,266847
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,3050496,117405,869029,1135259,2888849,81556,205,179,68,579,139994,730119,27909,119918,415601,770417,933793,203779,41344,2406005,1041361,662311,485406,720497,110.0,81.0,362924,438681
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,1767594,249949,699551,1875980,812936,114397,220,238,78,400,178386,587583,27162,69440,249198,492864,572412,180540,36370,1395222,802611,608966,447169,533223,107.0,80.0,236878,333564
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,2069758,94470,1069775,2194057,452915,630573,404,301,76,1082,343590,783872,71621,155321,206328,460690,682156,381782,76129,1488441,989238,820024,658734,697741,109.0,84.0,226821,289198
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,2025473,73941,952117,1823442,532839,757484,259,278,62,585,338350,721625,56148,132774,222627,445696,821831,338600,71535,1394214,931841,792182,616644,671105,111.0,86.0,198502,244150
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,477343,101630,181114,404460,234185,174453,61,312,1797,286,23028,149864,4712,15944,65326,144896,184266,51111,8786,412806,246590,157326,109972,155220,103.0,79.0,73548,98287
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,749237,379114,370123,436595,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,402766,130376,93596,686524,21473,2132,606,86,1653,35434,23388,81338,1290,7266,113208,115716,58536,31646,3066,444954,193520,109813,41067,57032,98.0,58.0,124994,187648
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,845071,443837,401234,469109,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,529801,122387,65411,778214,40707,635,8009,1352,15094,27,15886,84720,619,6016,148647,117053,51499,22791,3466,535410,194772,114131,42898,81251,90.0,56.0,153533,222429
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,1701698,842178,859520,1147623,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,808684,459796,156188,1519384,38542,5295,1050,72162,4778,58064,27283,277927,1712,13306,290699,312640,168635,74213,7414,969773,453605,276799,82475,100910,102.0,67.0,215710,338365
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,1385881,699340,686541,549926,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,731984,267196,91546,1318869,58222,2967,2361,416,2289,263,30115,181139,1158,8516,157337,137116,59100,30754,2581,923665,302833,158594,48847,70169,98.0,40.0,385698,450257
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,1575362,799236,776126,939769,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,788382,358157,163372,1505745,37590,3271,1078,9651,3759,13048,45270,230974,2109,13755,239114,232532,140402,82761,5876,938819,392728,242592,94586,121106,97.0,60.0,269453,366140
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,1703005,926843,776162,1094917,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,1182237,158266,121479,1595400,66776,973,4047,12215,19950,73,32268,107819,1166,14368,202629,261162,140743,50222,8059,1040736,399676,258588,75539,177168,84.0,64.0,250330,357758
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,2371061,1236130,1134931,1660690,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,1503604,105195,664184,1755861,525434,23432,10789,21688,25950,335,281442,452912,40788,94729,229082,303171,211371,266618,30845,1405814,625594,330291,339750,353909,92.0,70.0,315816,394555
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,757847,388504,369343,408679,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,429508,156295,96168,552526,180840,1199,1074,19883,1884,99,40478,112420,986,5058,107547,119468,57058,28237,4761,469838,181605,106034,58527,55999,95.0,54.0,155431,193737
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,1762375,936121,826254,943033,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,1010578,238364,184815,1676918,70351,1980,968,250,10409,102,36506,176056,1880,15567,270951,236054,112961,59704,7837,1112636,394060,252417,82967,180063,88.0,54.0,364111,455231
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,2090922,1064468,1026454,1294198,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,1132938,422668,237620,1923920,100692,4893,2258,24471,7830,25771,73284,344875,3588,20034,284113,336391,215098,112383,12141,1232263,535316,321977,138316,150476,96.0,62.0,333174,463550
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,1264219,661873,602346,747715,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,689624,250165,142436,1186420,47966,1681,1096,119,25005,82,23270,187731,1432,10504,197917,217296,95032,41158,5260,768929,312593,181403,66044,104780,91.0,59.0,216136,300368
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,786754,420157,366597,491445,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,465594,93744,67674,747693,28483,683,490,7923,453,10,17555,97696,616,5251,132176,131372,73398,34853,4262,473097,195131,118186,55966,89056,87.0,62.0,116342,178967
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,1563715,805359,758356,925369,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,821039,310606,160032,1376591,174259,2355,2330,382,6497,72,59521,270457,3518,16523,242508,225380,125772,55383,4991,943954,388648,230280,124826,168269,94.0,59.0,254643,383703
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,2185793,1112725,1073068,1077338,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,1157819,437437,189185,2051219,116202,2261,1607,328,12199,88,75637,349639,2388,18626,262090,244058,134279,66721,6543,1377326,533243,273050,123750,183741,96.0,49.0,474246,634209
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,704524,351913,352611,378714,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,314599,190962,40921,605435,6736,4238,260,61,687,84006,4576,62372,554,6447,103002,113875,49277,15179,1674,419531,181841,102522,13765,25956,100.0,54.0,129154,196656
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,1241519,649362,592157,653980,400537,253443,193115,100646,92469,190819,98206,92613,514897,335454,179443,726622,175615,113254,1172248,49203,1208,3271,529,13474,52,34184,144248,2482,11740,197902,157141,79924,42147,6451,793150,285176,162104,80642,120895,91.0,53.0,248825,338714
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,2032036,1090327,941709,1357210,803114,554096,393068,210354,182714,72133,37704,34429,685311,548820,136491,1346725,120348,411785,1835299,141735,4119,24790,4361,18058,217,165061,306859,15779,46454,235648,235924,193082,193947,23148,1218319,519728,291451,232840,253163,86.0,67.0,287213,387613
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,570465,294838,275627,352550,203807,148743,92865,48553,44312,159678,81446,78232,230979,156852,74127,339486,101256,55245,527462,38640,683,676,93,1573,55,22174,95066,986,5376,90059,87733,46556,27126,3469,347774,138882,83417,45661,63615,93.0,62.0,91031,126884
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,1241350,648725,592625,810644,469199,341445,205007,107237,97770,197300,101041,96259,478082,345435,132647,763268,181967,169693,1175203,52269,4453,3127,1550,3888,107,61415,198076,2871,14456,159703,183156,119682,84769,9279,730768,318232,191501,112371,138517,91.0,65.0,179526,251180
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,3276697,1699627,1577070,2309130,1289631,1019499,545239,280184,265055,217679,112687,104992,1268195,939055,329140,2008502,185528,888176,2728225,415142,18523,25696,11496,71667,720,417170,593576,48691,111478,428413,472233,362209,382658,36326,1877270,894464,493096,464337,479762,93.0,70.0,409996,557571
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,2463289,1277278,1186011,1756468,980307,776161,348029,179858,168171,375231,189915,185316,1005624,705970,299654,1457665,283636,545160,2159065,203652,23142,13256,4320,33728,21010,192581,452023,20443,58601,267932,352284,268333,235072,24872,1387369,679185,391903,285248,274726,93.0,71.0,296971,409850
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,1025048,515023,510025,352081,214582,137499,17427,8770,8657,891818,446359,445459,515121,265489,249632,509927,115649,65165,960925,15733,38423,141,65,8871,388,16683,125411,744,5591,98308,79781,38236,20240,1973,684200,220769,119681,22470,60130,99.0,34.0,300441,372526
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,1292042,662013,630029,790773,460583,330190,155717,79369,76348,317699,159799,157900,543874,348410,195464,748168,223902,175899,1240650,37232,3158,1167,157,5342,2643,38086,172416,2179,13094,198447,207366,112242,53578,6658,778414,326582,185857,76207,100862,95.0,61.0,201430,299839
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,1054905,525272,529633,604962,348033,256929,48425,24652,23773,610528,299918,310610,559649,300235,259414,495256,318909,82356,849518,16558,12450,436,297,1789,170533,18413,143803,912,9042,156711,170994,82166,35476,4587,614794,278553,160510,40591,51683,101.0,57.0,177239,272704
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,1340411,682851,657560,834591,502898,331693,249024,126822,122202,33092,17023,16069,679723,397714,282009,660688,266350,123352,1192588,125548,1120,849,242,19029,77,47723,239885,2324,12507,244891,217234,109751,52546,4956,781000,346861,211815,109904,166980,96.0,62.0,179953,325867
