State,District,Latitude,Longitude,Population,Male Population,Female population,Literate,Male Literate,Female Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male Workers,Female Workers,Non Workers,Agricultural Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,LPG PNG Households,Housholds with Electricity,Households with Internet,Households with Computer,Below Primary Education,Primary Education,Secondary Education,Graduate Education,Other Education,Age 0-29,Age 30-49,Above 50,Households with Television,Households with Telephone Mobile Phone,Sex Ratio,Literacy Rate,Male Unliterate,Female Unliterate
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,1165965,799878,1030367,526735,503632,1756,876,880,1204710,867393,337317,2200849,507882,319163,2975998,413243,3634,2424,722,397,602,65080,247856,5184,34788,540661,538301,270775,153041,15662,2116007,776583,506583,130197,363829,94.0,58.0,586577,853139
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,630408,413258,307936,162844,145092,358,207,151,737261,609693,127568,1598558,230238,238598,1073890,1181337,9201,65316,384,1307,63,62281,131112,3847,25960,278477,374898,85117,43839,3169,1576123,491164,258913,134249,253787,91.0,45.0,593481,698672
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,1220114,856994,764450,407029,357421,980,517,463,1037344,911136,126208,2429038,273050,508695,1966892,1454052,6523,18627,1937,10208,135,149035,404499,9699,38816,474060,600668,256510,154153,10083,2228689,769736,433862,294410,419470,89.0,60.0,613992,775282
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,567098,387851,369039,187413,181626,1593,823,770,539469,383482,155987,1175714,241825,119156,1300586,404410,1766,447,4393,95,35,17671,79525,2031,19729,341757,290532,129442,63506,8882,1108368,352395,250502,49191,195440,97.0,56.0,302558,457676
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,915142,575788,532673,285280,247393,508,259,249,892214,783313,108901,2114324,275192,240908,2412595,527581,4630,51090,2312,301,84,91958,115163,3889,27533,451571,476064,158430,87355,8885,1961237,652237,368743,135885,288372,87.0,50.0,691261,824347
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,2375264,2108728,2283733,1397702,886031,1446427,767033,679394,1602,833,769,1422602,1171252,251350,3061390,473554,306980,3555450,893725,6579,11611,2663,1410,79,74072,102040,3874,34609,714304,656401,221898,127750,8775,2862383,1000987,588318,123246,369436,89.0,51.0,977562,1222697
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,971344,891215,985708,601988,383720,421661,218996,202665,385018,197825,187193,730399,463611,266788,1132160,371261,188714,1738769,103567,3963,1649,1747,487,1907,40467,95582,5149,25220,306218,297226,120822,63846,9357,1203938,418914,237866,80712,165535,92.0,53.0,369356,507495
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1914586,1882531,2239902,1300248,939654,851587,431438,420149,696,358,338,1242632,869838,372794,2554485,501634,316323,3119590,650261,4453,1629,9989,426,336,55055,233701,5956,44008,460210,637015,306046,176414,15277,2376875,828222,580164,135697,440274,98.0,59.0,614338,942877
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1630087,1478280,1773584,1053063,720521,948588,494487,454101,2926,1558,1368,1124744,851014,273730,1983623,332663,292715,2732016,363453,3574,1204,920,240,31,70484,99466,3476,28719,501457,512965,240024,101934,7173,1893706,706851,453462,134235,306178,91.0,57.0,577024,757759
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1921857,1754984,2403903,1389116,1014787,486958,256483,230475,28617,14992,13625,1220708,921234,299474,2456133,182146,671846,3107681,546987,7696,3309,1146,1898,298,202055,336056,19214,57583,467782,608174,447926,281652,34841,2260457,856070,531549,309911,398076,91.0,65.0,532741,740197
Uttaranchal,Almora,29.683532133676103,79.50165064267351,622506,291081,331425,436497,231604,204893,150995,72695,78300,1281,633,648,298211,142460,155751,324295,10274,76008,611250,7752,1895,256,201,31,6,40199,109876,1830,9858,90864,120029,76148,37742,2263,351595,141238,128994,70237,98610,114.0,70.0,59477,126532
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,259898,124326,135572,179483,97546,81937,72061,35623,36438,1982,971,1011,123638,58708,64930,136260,8985,26537,257509,1440,397,46,102,7,16,13352,47083,435,3595,38113,47788,31224,10900,675,147488,60569,51672,25873,35364,109.0,69.0,26780,53635
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,391605,193991,197614,280556,155395,125161,79317,39718,39599,12260,6021,6239,180940,93832,87108,210665,3845,50554,385818,4395,428,323,190,11,23,27853,71524,899,5582,47447,68435,47703,27168,2367,229715,93182,67873,46579,59079,102.0,72.0,38596,72453
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,259648,131125,128523,177726,102015,75711,47383,24188,23195,1339,777,562,99566,60427,39139,160082,4032,33971,249563,8693,870,336,24,28,6,18785,37725,548,3159,36127,48093,23610,15110,1317,156916,60722,41913,22588,31466,98.0,68.0,29110,52812
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,483439,239306,244133,345550,189623,155927,120378,60111,60267,19535,9558,9977,216490,113539,102951,266949,5432,67671,475105,6015,1401,260,185,13,30,45365,95421,1344,7932,63591,87585,56591,28375,2237,273494,116749,92517,58954,67332,102.0,71.0,49683,88206
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,618931,297986,320945,407994,227406,180588,102130,50371,51759,875,459,416,280442,140821,139621,338489,8129,81171,609835,7374,656,290,32,91,109,50929,117239,1366,7831,72163,103462,74008,30704,2073,368324,139371,109998,68294,98205,108.0,66.0,70580,140357
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,1648902,858783,790119,1037839,598525,439314,238264,124385,113879,123037,61758,61279,591458,444578,146880,1057444,165250,277126,1104452,372267,6064,162768,505,738,159,116576,254802,7883,28053,179602,302653,169274,111062,11786,1042614,392370,212223,192243,228966,92.0,63.0,260258,350805
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,330086,168597,161489,215126,128237,86889,80567,40833,39734,3512,1651,1861,157276,84265,73011,172810,4387,32503,324859,3554,353,167,563,74,105,21374,52621,602,4104,43442,46625,30901,18882,981,202426,75997,51245,29400,43020,96.0,65.0,40360,74600
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1299337,933655,1174447,593440,581007,368690,183467,185223,1466220,1050822,415398,2130454,647374,447737,3033581,290450,3865,386,260,2904,260694,45126,334670,4273,34128,450029,545200,261478,133465,20379,1942335,1014764,637834,177819,297338,96.0,62.0,538758,824924
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,3966889,3750674,5247208,2918040,2329168,2115719,1079584,1036135,489447,243581,245866,2911251,2293083,618168,4806312,973182,1471345,6008472,1599764,21220,16675,1602,1674,44968,292585,1049943,32323,141387,800473,1437198,698251,439823,62616,4149420,2265543,1292913,747286,930784,95.0,68.0,1048849,1421506
West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1790920,1711484,2158447,1201481,956966,1033140,529001,504139,242484,119787,122697,1331603,1029770,301833,2170801,611510,427777,2181515,1298054,10906,582,258,1152,6051,57010,333752,5210,39636,417769,661190,245201,115743,15205,2008655,952059,539463,191514,272320,96.0,62.0,589439,754518
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,857199,819077,1083685,596474,487211,482754,248312,234442,275366,138025,137341,702987,499560,203427,973289,279932,197489,1232850,412788,24794,276,148,323,2786,37186,168069,2518,24318,247675,323965,135556,52345,5190,937283,465982,271423,103980,154925,96.0,65.0,260725,331866
West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,937259,909564,1315585,717673,597912,317275,161495,155780,397389,197251,200138,683726,479586,204140,1163097,66041,524928,1366681,105086,141848,2032,209240,1840,15523,141897,297176,10943,38065,183479,344865,176129,110193,12851,1031221,523288,289979,222987,239601,97.0,71.0,219586,311652
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,1942824,1662382,718951,367053,351898,15094,7761,7333,1819845,1498170,321675,3030184,181662,1259834,3535844,1270641,8666,4380,1258,9699,1265,325053,796953,30751,99261,516323,1059842,446743,304594,37027,2587164,1423304,833104,539312,659579,94.0,74.0,557995,686828
West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2814653,2704492,4078388,2211777,1866611,1344021,680992,663029,229243,113249,115994,2152870,1713608,439262,3366275,583380,1197982,4574569,870204,7300,2662,1730,2160,49050,319815,965258,31725,118459,676265,1172797,515807,380060,44252,2766489,1688206,1060821,628340,780325,96.0,74.0,602876,837881
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1983064,1889782,2498780,1396622,1102158,1458278,750841,707437,731704,365868,365836,1512910,1091361,421549,2359936,349672,918216,3156781,445817,186279,2994,50676,1461,23816,138522,382500,9322,48818,455854,765613,292056,129393,18916,2259507,1035449,575667,268908,332800,95.0,65.0,586442,787624
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,1926915,1661222,241932,128053,113879,10684,5729,4955,1795740,1412466,383274,2700954,12388,1698875,3440290,926414,39758,13849,4771,21178,1452,623579,927602,136618,252644,255171,597841,555529,691804,89701,2025389,1433314,1014769,816141,857883,91.0,80.0,429851,478706
West Bengal,Maldah,25.08026802575105,88.17191684549356,3988845,2051541,1937304,2086432,1152019,934413,835430,432744,402686,313984,157528,156456,1537847,1086461,451386,2450998,545759,540219,1914352,2045151,13209,747,359,639,7929,54213,297716,5357,63525,478902,629137,238078,92207,18330,2511004,955283,520122,142659,295922,94.0,52.0,899522,1002891
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,7103807,3627564,3476243,4055834,2177187,1878647,897534,460143,437391,91035,46163,44872,2589907,1985667,604240,4513900,842294,900530,2359061,4707573,18102,766,348,3037,7429,92742,541169,7951,79729,837828,1428661,443254,170051,25975,4390564,1717594,991413,296566,530442,96.0,57.0,1450377,1597596
West Bengal,Nadia,23.56410971055088,88.58293034547152,5167600,2653768,2513832,3480555,1878866,1601689,1546917,798258,748659,140700,71142,69558,1842607,1554090,288517,3324993,556134,808593,3728482,1382682,33835,849,514,281,16893,168314,623729,12787,77210,605490,1093403,412193,209562,25491,2745828,1484986,934417,384314,544290,95.0,67.0,774902,912143
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,1002058,622847,567767,290789,276978,540652,271803,268849,1249642,801254,448388,1680473,492205,401077,2373120,227249,8646,622,209,3052,309029,30675,189889,3551,32862,299355,480046,177459,77621,10072,1678057,764776,484166,104489,191057,96.0,55.0,494938,810272
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,3007134,1551066,1456068,1489667,853495,636172,807950,418288,389662,162816,81831,80985,1075626,799627,275999,1931508,442328,337943,1482943,1501170,16702,477,432,1324,1622,39138,199307,2883,31210,402590,488047,163106,59457,12723,1916033,704859,385155,105431,198832,94.0,50.0,697571,819896
